Country,Created_Date,Estimated_Yearly_Earning,Subscribe_Rank,Subscribers,Type,Uploads,Username,Views,Views_Rank
IN,"Jul 5th, 2017","
$29.2K - $467K ",4746,"1,929,079",Comedy,34,Mic Set,"94,620,477","30,284th"
BR,"Jun 23rd, 2011","
$37.1K - $593.1K ",4744,"1,923,275",Entertainment,669,Morgana Santana,"101,119,425","28,105th"
US,"Oct 24th, 2011","
$19.3K - $308.8K ",4743,"1,916,746",Games,692,NicsterV,"180,158,218","15,284th"
US,"May 13th, 2010","
$3.3K - $52.8K ",4739,"1,917,440",Howto,661,SoCraftastic,"233,223,454","11,587th"
US,"Mar 21st, 2017","
$52.6K - $842.1K ",4738,"1,920,830",,42,Tube Unique Wilderness,"222,760,311","12,157th"
US,"Jan 25th, 2011","
$538 - $8.6K ",4736,"1,917,902",Games,"1,483",Burnsy,"339,899,990","7,625th"
AE,"Jun 20th, 2013","
$7.9K - $127K ",4735,"1,920,324",Film,117,Money Kicks,"103,343,508","27,347th"
MX,"Mar 14th, 2013","
$266.1K - $4.3M ",4734,"1,933,513",Entertainment,233,Luisito Kingdom,"153,143,058","18,258th"
VN,"Mar 28th, 2017","
$592.9K - $9.5M ",4733,"1,933,517",Entertainment,553,Susi kids TV,"1,396,121,649","1,402nd"
US,"Jan 28th, 2010","
$8.9K - $142.8K ",4730,"1,920,744",People,270,Chloe Lukasiak,"203,071,706","13,395th"
SA,"Sep 12th, 2015","
$7.1K - $114.1K ",4729,"1,921,917",People,564,أسرار,"243,860,916","11,072nd"
KR,"Jul 31st, 2014","
$178.2K - $2.9M ",4728,"1,922,475",Entertainment,"1,314",Lime Tube[라임튜브],"1,419,087,627","1,362nd"
IN,"Aug 21st, 2013","
$51.3K - $821.2K ",4727,"1,924,651",Entertainment,333,GAURAVZONE,"164,414,590","16,880th"
US,"May 12th, 2009","
$27.5K - $439.8K ",4725,"1,921,750",Music,18,2PacVEVO,"585,764,138","4,054th"
US,"Jun 29th, 2011","
$85.6K - $1.4M ",4724,"1,923,509",Games,"1,360",Rakanoo,"461,395,308","5,375th"
GB,"Dec 29th, 2009","
$13.1K - $210K ",4723,"1,921,332",People,"3,158",SACCONEJOLYs,"824,890,338","2,678th"
US,"Aug 20th, 2018","
$119.5K - $1.9M ",4722,"1,932,930",,507,5-Minute Crafts MEN,"283,257,332","9,450th"
US,"Dec 19th, 2006","
$3.1K - $49.9K ",4721,"1,921,448",Games,968,SethBling,"560,286,485","4,291st"
CL,"May 17th, 2011","
$9.6K - $153.7K ",4718,"1,922,943",Comedy,247,WOKI TOKI,"443,151,143","5,629th"
US,"Jun 28th, 2014","
$16.6K - $265.2K ",4717,"1,924,930",Entertainment,233,Niki DeMar,"146,324,498","19,133rd"
IN,"Oct 23rd, 2016","
$13.9K - $221.7K ",4714,"1,929,219",People,164,Quick Support,"52,295,340","54,880th"
TH,"May 10th, 2012","
$40.1K - $642K ",4713,"1,926,419",Music,"2,336",RAP IS NOW,"492,117,365","4,989th"
BR,"Dec 28th, 2012","
$5.4K - $85.7K ",4712,"1,925,671",Games,458,LubaTV Games,"187,295,142","14,644th"
ID,"Aug 5th, 2015","
$114.2K - $1.8M ",4711,"1,929,234",News,"3,007",86 & Custom Protection NET,"865,483,008","2,520th"
IN,"Mar 28th, 2017","
$13.7K - $218.7K ",4710,"1,928,447",,425,CHAUHAN BROS.,"104,484,132","27,054th"
IN,"Dec 11th, 2006","
$53.9K - $862.3K ",4709,"1,927,199",Sports,"8,934",Star Sports,"499,259,394","4,897th"
BR,"Aug 13th, 2012","
$1.3K - $21.2K ",4708,"1,925,689",Howto,251,Maddu Magalhães,"101,764,445","27,806th"
US,"Sep 3rd, 2009","
$4.3K - $68.3K ",4706,"1,926,750",Entertainment,947,Scam Nation,"247,673,700","10,882nd"
ES,"Feb 15th, 2013","
$6.8K - $109.6K ",4704,"1,926,720",Games,"1,043",Xheo,"239,948,865","11,242nd"
US,"Jan 16th, 2010","
$29.3K - $468.7K ",4703,"1,927,766",Comedy,577,Redmau,"860,821,821","2,533rd"
FR,"Jun 10th, 2010","
$4.4K - $70.2K ",4702,"1,928,355",Games,"1,033",MrLEV12 ́s LIFE,"275,493,617","9,681st"
IN,"Jan 20th, 2013","
$83.8K - $1.3M ",4700,"1,931,327",Entertainment,"6,391",PTC PUNJABI,"718,704,634","3,168th"
BR,"Mar 2nd, 2016","
$6.5K - $104.4K ",4699,"1,930,115",Comedy,38,Lusquinha,"46,363,141","61,811th"
GB,"Feb 4th, 2012","
$5.3K - $84.6K ",4697,"1,928,919",Games,"2,607",Sjin,"612,800,517","3,841st"
GB,"Aug 24th, 2012","
$18K - $288K ",4695,"1,929,392",Games,"3,424",ZerkaaPlays,"672,612,384","3,430th"
US,"May 8th, 2012","
$13.2K - $211K ",4694,"1,930,076",Entertainment,511,Buff Dudes,"301,069,388","8,758th"
RO,"May 25th, 2014","
$217.1K - $3.5M ",4693,"1,934,048",Film,119,Cantece Gradinita .ro,"1,837,062,829",969th
RO,"Jan 15th, 2014","
$100.1K - $1.6M ",4692,"1,931,515",Games,"5,214",MaxINFINITE,"1,107,704,785","1,846th"
IN,"Oct 22nd, 2011","
$293.7K - $4.7M ",4691,"1,950,169",Film,"1,086",NH Studioz,"705,849,078","3,236th"
IN,"Sep 29th, 2011","
$69.6K - $1.1M ",4690,"1,931,774",Film,132,Jayas Kumar,"197,487,262","13,808th"
MX,"Jun 17th, 2009","
$0 - $0 ",4689,"1,932,013",Entertainment,77,Fede Vigevani,"63,598,993","45,042nd"
,"Apr 19th, 2015","
$112.3K - $1.8M ",4688,"1,932,273",,497,Troom Troom FR,"578,714,381","4,128th"
US,"Jun 4th, 2007","
$5.1K - $82K ",4687,"1,931,524",Music,97,August Alsina,"156,667,047","17,762nd"
US,"Jul 1st, 2016","
$117.9K - $1.9M ",4686,"1,931,831",Entertainment,650,Princess ToysReview,"1,052,248,244","1,982nd"
,"Jun 23rd, 2016","
$9.9K - $157.9K ",4684,"1,931,806",Howto,322,Mayden y Natalia Vlogs,"173,825,621","15,864th"
BR,"Feb 23rd, 2014","
$64.9K - $1M ",4683,"1,934,272",People,198,SofiaS Furlani,"185,586,715","14,825th"
GB,"Aug 30th, 2007","
$5.5K - $87.4K ",4682,"1,932,346",Tech,756,DigitalRev TV,"417,023,435","6,026th"
SA,"Oct 22nd, 2012","
$25.2K - $403K ",4681,"1,933,898",Comedy,149,MAX HD,"130,620,802","21,561st"
JM,"Apr 23rd, 2009","
$1.1K - $17K ",4680,"1,933,276",Music,36,Sean Paul,"30,705,692","92,213th"
US,"Jan 1st, 2016","
$21K - $336K ",4679,"1,933,753",Entertainment,431,BucketHeadNation,"269,400,583","9,936th"
MX,"Feb 1st, 2011","
$8 - $125 ",4677,"1,935,018",Music,7,Zoé,"4,927,675","503,770th"
IN,"Nov 7th, 2015","
$70.6K - $1.1M ",4675,"1,938,493",Music,"4,369",Riya Films,"663,406,002","3,494th"
US,"Dec 21st, 2006","
$59.1K - $946.2K ",4674,"1,937,398",,149,Jordan Matter,"231,162,071","11,696th"
CL,"Apr 22nd, 2009","
$70.5K - $1.1M ",4672,"1,936,549",Music,205,atiempopreescolar,"1,374,524,393","1,425th"
KH,"Feb 27th, 2014","
$302.6K - $4.8M ",4673,"1,941,478",Music,"2,001",Rasmey Hang Meas,"1,095,301,695","1,877th"
KR,"Nov 8th, 2014","
$107K - $1.7M ",4671,"1,938,015",Entertainment,990,공대생 변승주,"677,041,491","3,410th"
BD,"Feb 17th, 2015","
$88.3K - $1.4M ",4670,"1,940,826",Music,"2,216",Sangeeta Music,"602,995,421","3,918th"
FR,"Sep 10th, 2018","
$89.3K - $1.4M ",4669,"1,939,057",,50,SQUEEZIE LIVE,"147,896,047","19,077th"
US,"Dec 27th, 2014","
$147.4K - $2.4M ",4668,"1,938,767",Entertainment,"1,310",Madame Récré FR,"1,814,128,066",989th
IN,"Jan 22nd, 2015","
$40.3K - $645.3K ",4667,"1,939,536",Games,107,Funny Official,"139,937,933","20,039th"
US,"Dec 31st, 2006","
$24.1K - $385.8K ",4666,"1,937,442",Comedy,284,Jeff Dunham,"510,342,452","4,775th"
EG,"Aug 6th, 2016","
$36.9K - $589.7K ",4665,"1,939,578",Howto,"1,045",من اجل حياة افضل,"309,923,105","8,503rd"
US,"Oct 15th, 2009","
$204.5K - $3.3M ",4663,"1,938,091",Music,80,BackstreetBoysVEVO,"1,997,936,708",863rd
,"Aug 9th, 2017","
$16.2K - $259.4K ",4660,"1,939,391",,189,Wrestling Zone,"483,355,589","5,086th"
MX,"Mar 9th, 2011","
$3.5K - $56.3K ",4658,"1,939,050",People,167,w2mcrew,"168,178,974","16,447th"
US,"Mar 11th, 2013","
$18.7K - $298.4K ",4657,"1,939,265",Games,"1,996",stacyplays,"747,718,161","3,011th"
US,"Oct 21st, 2012","
$11.2K - $179.1K ",4656,"1,940,989",Howto,234,Mar ♥,"45,522,668","63,262nd"
MX,"Jan 17th, 2012","
$3.3K - $53.4K ",4655,"1,939,546",Howto,235,Karla Celis,"156,251,308","17,803rd"
ES,"Nov 28th, 2015","
$18.4K - $294.2K ",4654,"1,942,467",Howto,779,عالم سهام,"163,973,311","16,882nd"
BR,"Oct 5th, 2015","
$3.3K - $52.1K ",4653,"1,940,268",Music,87,Giovanna Chaves,"88,142,786","32,295th"
AU,"Mar 31st, 2009","
$52.6K - $840.9K ",4651,"1,942,444",Games,"1,174",HeyImBee,"240,650,248","11,214th"
CA,"Sep 23rd, 2008","
$6.8K - $108.9K ",4650,"1,940,394",Games,"2,184",EthosLab,"706,279,243","3,240th"
RU,"Sep 28th, 2014","
$49.3K - $789.4K ",4649,"1,944,139",People,293,MyPack,"265,038,057","10,133rd"
KR,"Nov 10th, 2016","
$15.3K - $245.2K ",4648,"1,941,171",Music,118,KARD,"290,861,395","9,104th"
RU,"Aug 27th, 2014","
$20.6K - $329.2K ",4646,"1,941,372",Games,446,Mr.Freeze ►,"700,462,446","3,275th"
US,"Oct 29th, 2006","
$9K - $144.4K ",4645,"1,941,513",Music,123,Mac Lethal,"192,432,976","14,191st"
DE,"Aug 23rd, 2010","
$13.9K - $222.8K ",4644,"1,941,693",People,661,Kelly MissesVlog,"382,659,225","6,692nd"
FR,"Sep 29th, 2011","
$20.4K - $325.9K ",4643,"1,941,697",Games,"3,476",Bob Lennon,"773,933,132","2,893rd"
US,"Jul 7th, 2017","
$19.3K - $308.6K ",4641,"1,943,505",,154,ClarenceNYC TV,"112,319,172","25,175th"
BR,"Jul 17th, 2008","
$5.1K - $80.9K ",4640,"1,942,057",Comedy,989,ChocolaTV,"203,338,123","13,375th"
US,"Mar 5th, 2018","
$2.7K - $43.8K ",4639,"1,942,597",,51,Kids baby,"8,528,286","308,796th"
US,"May 29th, 2013","
$444 - $7.1K ",4638,"1,942,540",People,52,Kalel,"16,243,437","169,281st"
US,"Mar 13th, 2017","
$16.8K - $268.9K ",4637,"1,943,207",People,265,THIS IS L&S,"225,244,510","12,013th"
US,"Mar 12th, 2009","
$163 - $2.6K ",4636,"1,944,645",Music,231,Aerosmith,"5,300,780","472,225th"
PL,"Sep 10th, 2010","
$8.6K - $137.8K ",4635,"1,943,322",Music,54,MULTI,"169,401,173","16,321st"
IN,"Mar 8th, 2013","
$10.3K - $164.3K ",4634,"1,946,652",Tech,523,Sikhe All In Hindi,"86,383,930","32,991st"
SA,"Jul 13th, 2017","
$18.8K - $300.2K ",4633,"1,945,671",,59,عز الخد cm1,"128,483,612","21,906th"
,"Oct 20th, 2015","
$19.7K - $315.4K ",4632,"1,946,005",Howto,252,Beauty recipes,"279,423,821","9,546th"
US,"Sep 9th, 2012","
$32.2K - $514.8K ",4631,"1,946,106",Games,496,Cegou,"295,658,938","8,942nd"
JP,"Nov 27th, 2015","
$53K - $848.1K ",4630,"1,946,823",People,405,しばなんチャンネル,"808,521,133","2,758th"
CA,"Jun 27th, 2011","
$50.5K - $807.3K ",4629,"1,945,553",Film,"10,545",JoBlo Movie Trailers,"2,463,812,325",649th
MX,"Feb 20th, 2013","
$20K - $319.3K ",4628,"1,945,887",Entertainment,312,ChideeTv,"263,110,337","10,198th"
PL,"Jan 30th, 2012","
$0 - $0 ",4627,"1,945,288",Games,"2,726",IsAmU,"490,473,100","5,002nd"
RU,"Apr 14th, 2015","
$14K - $223.8K ",4626,"1,946,070",Entertainment,161,Utopia Show,"161,190,488","17,182nd"
GB,"Nov 9th, 2010","
$5.3K - $85.6K ",4625,"1,946,559",Film,12,Don't Hug Me .I'm Scared,"203,326,328","13,379th"
RU,"Jan 2nd, 2014","
$10.2K - $162.7K ",4624,"1,946,760",People,40,Брайн,"120,261,101","23,476th"
UA,"Sep 5th, 2017","
$323.2K - $5.2M ",4621,"1,952,413",People,182,DANIEL BOY PLAY,"714,078,703","3,201st"
DZ,"Mar 13th, 2016","
$15.4K - $246.3K ",4618,"1,948,930",Howto,729,عالم هبة Hiba,"135,807,634","20,705th"
GB,"Apr 29th, 2011","
$33.7K - $539.7K ",4617,"1,948,511",Games,"2,274",Yammy,"460,654,864","5,382nd"
CO,"Sep 2nd, 2016","
$70.2K - $1.1M ",4616,"1,947,169",People,200,FlexVega,"142,064,116","19,818th"
BR,"Oct 16th, 2015","
$4.3K - $68.9K ",4615,"1,947,417",Comedy,206,Fuinha,"86,993,516","32,734th"
US,"Nov 17th, 2015","
$74.9K - $1.2M ",4614,"1,947,605",Music,33,PretoNoBrancoVEVO,"710,331,544","3,210th"
BR,"Jan 24th, 2015","
$22.3K - $357.2K ",4613,"1,949,572",People,"1,209",Cura Verde,"179,388,970","15,367th"
RU,"Feb 19th, 2018","
$200K - $3.2M ",4612,"1,954,680",,"1,035",БЕРИ И ДЕЛАЙ – Дети,"413,202,370","6,121st"
CA,"Jul 13th, 2016","
$62.8K - $1M ",4611,"1,949,519",Entertainment,338,Jester,"319,017,593","8,246th"
US,"Mar 21st, 2014","
$6.6K - $106.1K ",4610,"1,948,857",People,93,Salice Rose,"62,142,595","46,050th"
KR,"Dec 20th, 2012","
$212.1K - $3.4M ",4609,"1,951,551",Film,"1,465",Robocar POLI TV,"1,747,940,492","1,034th"
US,"Dec 28th, 2010","
$44.2K - $707.1K ",4608,"1,948,708",Howto,"1,665",MyFroggyStuff,"1,151,121,636","1,757th"
,"Feb 7th, 2014","
$16.7K - $266.9K ",4607,"1,951,222",,35,Player Tauz,"142,488,474","19,653rd"
IN,"Jul 1st, 2013","
$18.4K - $294.8K ",4605,"1,956,948",,"1,566",Topic Study,"77,100,912","37,207th"
US,"Mar 22nd, 2012","
$3.3K - $53.6K ",4603,"1,950,602",Howto,241,ItsMyRayeRaye,"112,202,666","25,180th"
US,"Sep 11th, 2007","
$439 - $7K ",4600,"1,951,432",People,"1,190",DailyYou,"295,966,988","8,930th"
FR,"Oct 1st, 2015","
$43.6K - $697.6K ",4599,"1,953,523",Games,473,LeBouseuh Gaming,"289,862,783","9,143rd"
US,"Apr 30th, 2008","
$2.1K - $33.5K ",4598,"1,952,099",Entertainment,307,Spoken Reasons,"299,463,759","8,808th"
US,"Jul 8th, 2016","
$32.8K - $524.5K ",4597,"1,955,997",Games,277,PUBG TV,"364,935,784","7,099th"
,"Jul 19th, 2016","
$78.9K - $1.3M ",4596,"1,955,683",,58,AJ Show,"417,298,835","6,034th"
BR,"Jul 18th, 2015","
$53.7K - $859.4K ",4595,"1,954,817",Sports,259,SportsHD,"574,050,585","4,174th"
RU,"Feb 23rd, 2016","
$83.9K - $1.3M ",4592,"1,956,609",Games,861,Kreyk,"701,584,563","3,268th"
VN,"Nov 29th, 2017","
$28.2K - $451.2K ",4591,"1,955,111",,83,Thu Trang Official,"217,249,946","12,469th"
ID,"Sep 29th, 2012","
$125.1K - $2M ",4589,"1,958,462",Music,162,ascadamusik,"1,024,800,394","2,051st"
US,"Nov 1st, 2006","
$0 - $0 ",4588,"1,956,312",Music,0,JAY-Z,0,"24,830,067th"
US,"Nov 2nd, 2009","
$3K - $48.4K ",4587,"1,955,730",Howto,468,Claudia Sulewski,"138,210,963","20,289th"
VN,"Jun 4th, 2015","
$117.4K - $1.9M ",4585,"1,959,698",News,"24,777",ANTV - Truyền hình Công an Nhân dân,"1,388,134,602","1,405th"
,"May 19th, 2015","
$15.3K - $245.1K ",4583,"1,957,870",Film,53,Colors Kids,"424,811,441","5,895th"
BR,"Jul 23rd, 2012","
$18.4K - $294K ",4581,"1,960,073",Comedy,186,John Leitão,"176,543,211","15,637th"
US,"Apr 14th, 2014","
$53.3K - $853.3K ",4580,"1,958,322",Music,43,LacrimMusicVEVO,"773,120,107","2,900th"
US,"May 6th, 2016","
$163.8K - $2.6M ",4579,"1,962,794",Entertainment,"1,453",ArcadeGaming,"718,423,746","3,169th"
RU,"Apr 26th, 2013","
$2.6K - $42.3K ",4578,"1,958,694",Games,466,The Alex Super,"285,721,496","9,305th"
US,"Dec 11th, 2009","
$60.2K - $963.3K ",4576,"1,958,232",Music,58,MikePosnerVEVO,"1,350,415,882","1,448th"
BR,"Oct 6th, 2013","
$8.3K - $132K ",4575,"1,960,057",Entertainment,519,Zabetta Macarini,"187,636,773","14,620th"
BR,"Jan 22nd, 2015","
$131K - $2.1M ",4571,"1,968,640",People,"1,186",Somos 5inco,"530,524,610","4,567th"
PH,"Jun 7th, 2010","
$170K - $2.7M ",4570,"1,965,955",Entertainment,92,Little Big Toys,"663,929,685","3,491st"
TH,"Sep 13th, 2016","
$17.6K - $281.4K ",4569,"1,965,629",People,197,NEWX,"163,921,882","16,895th"
BR,"May 9th, 2006","
$179.1K - $2.9M ",4568,"1,963,808",Entertainment,420,bradesco,"999,701,239","2,107th"
US,"Jan 24th, 2013","
$10.6K - $169.2K ",4567,"1,964,511",News,"1,374",NowThis World,"455,821,649","5,448th"
FR,"Jul 26th, 2006","
$2 - $39 ",4566,"1,964,434",Travel,6,davidguetta,"988,857","1,789,709th"
US,"May 30th, 2015","
$4K - $64.5K ",4564,"1,965,422",Music,37,Gente De Zona,"7,755,156","337,075th"
NL,"Aug 17th, 2007","
$1.3K - $21.6K ",4563,"1,965,361",Games,280,Siv HD,"389,080,001","6,564th"
DK,"Jan 27th, 2009","
$4.8K - $77.2K ",4560,"1,966,613",Howto,559,Slikhaar TV - Mens hair,"305,730,952","8,622nd"
BR,"Aug 9th, 2017","
$22.7K - $363.5K ",4558,"1,968,508",,608,Cherryrar,"161,641,143","17,123rd"
BR,"Nov 26th, 2009","
$109.9K - $1.8M ",4557,"1,968,614",Music,531,Xand Avião,"756,346,168","2,974th"
,"Jan 14th, 2016","
$100K - $1.6M ",4556,"1,970,212",,186,Survival Life,"646,315,481","3,618th"
SA,"Jul 28th, 2014","
$32.2K - $514.6K ",4555,"1,969,698",Games,633,NeroGamer55 l نيرو قيمر55,"286,063,401","9,285th"
GB,"Nov 25th, 2009","
$74.1K - $1.2M ",4554,"1,969,654",Entertainment,857,Supernanny,"1,044,029,115","2,003rd"
,"Nov 4th, 2016","
$156.3K - $2.5M ",4553,"1,973,676",People,24,BIG OG-ANIC,"477,804,411","5,170th"
,"Sep 6th, 2017","
$4.8K - $76.6K ",4552,"1,969,616",People,106,Fernanda Souza,"75,575,198","37,838th"
GB,"May 10th, 2012","
$32.3K - $517.3K ",4551,"1,970,415",Entertainment,"6,432",Boiler Room,"656,142,616","3,545th"
US,"Aug 8th, 2017","
$281.9K - $4.5M ",4550,"1,969,673",,79,Ksysha Kids TV,"469,364,730","5,268th"
IN,"Jul 21st, 2010","
$108.3K - $1.7M ",4549,"2,017,115",,800,Dynamo Gaming,"109,100,002","26,307th"
US,"Mar 16th, 2010","
$115 - $1.8K ",4548,"1,970,861",Music,28,FosterThePeople,"5,102,768","488,447th"
AR,"Feb 24th, 2009","
$242.1K - $3.9M ",4546,"1,971,562",Music,"2,499",PopArt Discos,"2,395,486,131",674th
,"Oct 3rd, 2016","
$22.9K - $366.8K ",4545,"1,971,731",Entertainment,110,عصومي ووليد - Assomi & Waleed,"304,428,583","8,664th"
UA,"Sep 5th, 2013","
$33.4K - $533.7K ",4544,"1,972,003",Tech,261,itpedia,"371,203,548","6,958th"
,"Apr 8th, 2013","
$41 - $655 ",4543,"1,972,085",People,54,Paula Fernandes,"301,695","3,694,526th"
US,"Jul 24th, 2013","
$12.4K - $197.7K ",4542,"1,972,572",People,540,Rawvana,"162,323,435","17,042nd"
,"Jun 13th, 2016","
$18.9K - $302.8K ",4541,"1,971,085",Music,4,ChrisJedayVEVO,"1,307,733,171","1,502nd"
CA,"Dec 7th, 2015","
$13.5K - $216.3K ",4540,"1,972,176",Comedy,58,Casually Explained,"158,973,291","17,487th"
BR,"Mar 23rd, 2016","
$4.4K - $70.8K ",4539,"1,972,053",Entertainment,92,Nicks Vieira,"90,917,076","31,299th"
UA,"Oct 8th, 2012","
$8.7K - $140K ",4538,"1,978,046",Entertainment,210,HalBer,"200,105,003","13,622nd"
US,"Feb 13th, 2012","
$70.5K - $1.1M ",4537,"1,972,058",Music,95,2ChainzVEVO,"1,143,952,596","1,767th"
US,"Feb 23rd, 2008","
$31.6K - $505.3K ",4536,"1,973,278",Music,175,skilletband,"521,138,877","4,658th"
US,"Jan 13th, 2012","
$43.4K - $693.8K ",4535,"1,975,189",Autos,"1,211",Vehicle Virgins,"486,264,027","5,055th"
GB,"Feb 14th, 2011","
$1.1K - $17.2K ",4533,"1,973,946",People,568,JustMarcus,"180,167,393","15,271st"
US,"Sep 14th, 2015","
$14K - $223.4K ",4532,"1,974,029",Games,567,GTLive,"294,630,403","8,977th"
US,"May 22nd, 2011","
$12.6K - $201.1K ",4531,"1,974,634",Comedy,720,FUNG BROS.,"362,424,064","7,155th"
PL,"Oct 15th, 2010","
$64.6K - $1M ",4530,"1,977,282",Games,576,Friz,"291,521,876","9,094th"
MT,"Jul 2nd, 2014","
$34.5K - $551.6K ",4529,"1,976,645",Entertainment,512,Grandayy,"381,959,226","6,707th"
GB,"Mar 4th, 2013","
$5.2K - $82.7K ",4526,"1,974,950",Games,"1,060",Spencer FC,"628,657,905","3,731st"
ES,"Oct 27th, 2015","
$86.9K - $1.4M ",4525,"1,978,368",Education,131,BiBon KidsTV,"291,418,281","9,093rd"
BR,"Jul 9th, 2015","
$8.4K - $134.5K ",4524,"1,975,701",People,149,Livia Inhudes,"54,968,034","52,148th"
BR,"Jun 8th, 2016","
$149.2K - $2.4M ",4523,"1,980,137",,147,Dolly's Stories KIDS,"467,207,498","5,292nd"
US,"Aug 10th, 2006","
$132.6K - $2.1M ",4522,"1,976,830",Film,"3,266",ONE Media,"1,979,228,824",877th
IN,"Jan 21st, 2017","
$147K - $2.4M ",4520,"1,980,433",Entertainment,247,Enterr10 Music Bhojpuri,"682,717,846","3,371st"
US,"Aug 29th, 2017","
$20K - $320.4K ",4519,"1,976,500",,17,Tomi - Car World For Kids,"37,785,212","75,541st"
IN,"Jun 29th, 2017","
$256.8K - $4.1M ",4518,"1,985,733",,115,Maha Cartoon TV XD,"448,048,582","5,564th"
US,"Mar 5th, 2016","
$0 - $0 ",4516,"1,976,739",People,166,شوارع امريكا,"339,746,589","7,638th"
SA,"Dec 7th, 2013","
$28.8K - $460.9K ",4515,"1,978,712",Film,285,دانية شافعي DanyahShafei,"720,300,411","3,161st"
BR,"Oct 22nd, 2014","
$19.3K - $309.3K ",4512,"1,978,606",Film,837,Nerd Land,"237,958,995","11,346th"
EG,"Aug 26th, 2009","
$24.8K - $396.4K ",4511,"1,980,347",People,"4,489",Mustafa Hosny,"231,533,339","11,671st"
CA,"Mar 30th, 2006","
$54.2K - $867.8K ",4508,"1,980,786",Entertainment,113,Bryan Adams,"1,118,282,435","1,823rd"
IN,"Aug 8th, 2016","
$26.8K - $428.1K ",4506,"1,981,742",Howto,755,Sunita Agarwal,"292,180,500","9,059th"
BR,"Sep 4th, 2013","
$47.8K - $764K ",4505,"1,985,331",Entertainment,535,Diva Depressão,"237,698,449","11,391st"
TR,"Jun 15th, 2015","
$182.3K - $2.9M ",4504,"1,982,529",Film,"1,743",Kara Sevda,"1,615,065,824","1,152nd"
DO,"Dec 7th, 2007","
$4.9K - $78.7K ",4503,"1,981,104",Entertainment,173,Carlos Montesquieu,"196,448,548","13,874th"
TH,"Nov 21st, 2015","
$142.6K - $2.3M ",4501,"1,983,951",People,521,Fun Family,"537,642,128","4,500th"
CA,"Oct 7th, 2015","
$111.8K - $1.8M ",4500,"1,985,069",,434,N.E Let's Eat,"520,533,025","4,673rd"
US,"Aug 7th, 2011","
$10.1K - $161.7K ",4498,"1,982,158",Music,76,Against The Current,"323,153,057","8,114th"
US,"Mar 21st, 2015","
$213.6K - $3.4M ",4496,"1,986,008",Music,20,Natti Natasha,"433,006,992","5,789th"
IN,"Dec 3rd, 2016","
$96.1K - $1.5M ",4495,"1,985,774",People,851,COMEDY SONOTEK,"540,336,453","4,479th"
CA,"Jan 5th, 2015","
$40.2K - $643.6K ",4494,"1,985,565",Tech,363,Dave Lee,"284,296,285","9,372nd"
US,"May 21st, 2009","
$323 - $5.2K  ",4493,"1,983,456",Entertainment,85,GLEE,"28,345,021","99,692nd"
VN,"Apr 15th, 2015","
$159.6K - $2.6M  ",4492,"1,986,581",,"1,278",Giọng Ca Để Đời,"1,282,261,057","1,547th"
IN,"Nov 28th, 2013","
$34.2K - $546.8K ",4491,"1,986,344",Entertainment,455,Comedy Nights,"274,936,373","9,710th"
CA,"Jul 30th, 2013","
$8.6K - $137K ",4490,"1,985,399",Entertainment,140,Milana Coco,"143,228,106","19,491st"
MA,"Feb 12th, 2013","
$69.8K - $1.1M ",4488,"1,986,396",Comedy,106,Baraka lBaraka,"663,504,030","3,492nd"
,"Jun 14th, 2016","
$81K - $1.3M ",4485,"1,988,379",Music,926,THAIRAP FC'LYRICS,"603,955,595","3,910th"
BR,"Aug 26th, 2011","
$20.9K - $334.5K ",4484,"1,987,075",Music,127,Alok,"306,165,609","8,611th"
BR,"Jun 13th, 2011","
$589 - $9.4K ",4483,"1,986,138",People,185,Maju Trindade,"70,987,505","40,275th"
TH,"Feb 4th, 2015","
$111K - $1.8M ",4481,"1,988,030",Entertainment,"2,280",TAM STORY,"1,058,015,384","1,968th"
VN,"Mar 12th, 2016","
$203.8K - $3.3M ",4479,"1,992,534",,454,Lâm Vlog,"576,039,481","4,149th"
FR,"Apr 22nd, 2010","
$39.2K - $626.4K ",4477,"1,988,265",Music,76,Sara'h Officiel,"490,526,313","5,005th"
FR,"May 24th, 2016","
$33.5K - $535.3K ",4476,"1,992,615",Comedy,156,JOYCA,"237,595,319","11,381st"
